NAME,P0,P1
J1824-2452N,0.003353,1.59e-19
J1824-2537,0.22332,4.4e-16
B1822+00,0.77895,8.76e-16
J1825+0057_P,0.00602,
J1825-0208_P,3.30735,
J1825-0254_P,0.09672,
J1825-0319,0.004554,6.8e-21
B1822-09,0.769021,5.24e-14
J1825-1108,1.925872,1.9e-15
B1822-14,0.279206,2.27e-14
J1825-31,2.382,
J1825-33,1.2712,
J1826-0049,0.004591,
J1826-0132_P,0.36325,
B1823-11,2.093141,4.91e-15
J1826-1256,0.110239,1.21e-13
B1823-13,0.101487,7.53e-14
J1826-1419,0.77062,8.78e-15
J1826-1526,0.382073,1.08e-15
J1826-2415,0.004696,1.74e-20
J1827-0125_P,0.33796,
J1827-0216_P,0.28548,
J1827-0750,0.270503,1.54e-15
J1827-0849,0.002242,1.1e-20
J1827-0934,0.512548,7.23e-15
B1824-10,0.245757,1e-15
J1827-1446,0.499187,4.53e-14
J1828+0020_P,0.00294,
J1828+0157_P,1.90397,
J1828+0218_P,0.00297,
J1828+0625,0.003628,4.6900000000000004e-21
J1828+1221,1.528295,1.75e-15
J1828+1359,0.74164,7.29e-16
J1828-0003,3.807116,
J1828-0038_P,2.426,
J1828-0611,0.269416,1.46e-15
J1828-1007,0.153197,6.13e-16
J1828-1057,0.246333,2.07e-14
J1828-1101,0.072062,1.48e-14
J1828-1336,0.860332,9.92e-16
J1828-2119,0.514523,1.27e-15
J1829+0000,0.199147,5.25e-16
J1829+2456,0.04101,5.25e-20
J1829+25,2.857,
J1829-0116_P,1.6532,
J1829-0235_P,0.00743,
J1829-0734,0.318404,4.8e-15
J1829-1011,0.829166,-5e-18
B1826-17,0.307138,5.55e-15
J1830-0052,0.345698,2.37e-16
J1830-0106_P,0.00176,
J1830-0131,0.457539,6.28e-15
J1830-0156_P,0.00752,
J1830-0206_P,1.05534,
J1830-0231_P,,
J1830-09,0.69549,
J1830-10,0.24526,
B1828-11,0.405094,5.99e-14
J1830-1135,6.221553,4.77e-14
J1830-1313,0.747188,1.71e-15
J1830-14,0.399848,
J1830-1414,0.771493,7.62e-17
J1831+0101_P,0.18228,
J1831+0204_P,0.00208,
J1831+0222_P,2.31514,
J1831+0304_P,0.83712,
J1831-04,1.065578,
J1831-0823,0.612133,3.14e-16
J1831-0941,0.300872,8.56e-14
J1831-0952,0.067267,8.32e-15
J1831-1223,2.857941,5.47e-15
J1831-1329,2.165679,2.99e-15
J1831-1423,0.507945,1.09e-15
J1832+0029,0.533918,1.55e-15
J1832+0113_P,0.00634,
J1832+0204_P,1.21279,
J1832+27,0.6318,
J1832-0644,0.744321,3.7e-14
B1829-08,0.647326,6.39e-14
J1832-0836,0.002719,8.270000000000001e-21
B1829-10,0.330354,4.2e-15
J1832-28,0.1993,
J1833+0050_P,0.9037,
J1833-0046_P,0.00295,
J1833-0204_P,0.00443,
J1833-0209,0.291931,2.75e-15
B1831-03,0.686739,4.16e-14
J1833-05,0.744883,
J1833-0556,1.521545,1.27e-15
J1833-0559,0.483459,1.23e-14
B1830-08,0.085291,9.18e-15
J1833-0831,7.565408,3.43e-12
J1833-1034,0.061884,2.02e-13
J1833-1055,0.63364,5.27e-16
J1833-3840,0.001866,1.77e-20
B1828-60,1.889436,2.7e-16
J1834+0143_P,0.00464,
J1834+0148_P,0.16198,
J1834+0248_P,0.37556,
J1834+10,1.172719,
B1831-00,0.520954,1.05e-17
J1834-0031,0.329532,4.49e-16
B1831-04,0.290108,7.19e-17
J1834-0602,0.487914,1.83e-15
J1834-0633,0.317315,6.04e-16
J1834-0731,0.512995,5.82e-14
J1834-0742,0.788374,3.24e-14
J1834-0812,0.491142,9.96e-15
J1834-0845,2.482302,7.96e-12
J1834-09,0.512327,
J1834-1202,0.610259,7.05e-18
J1834-1710,0.358306,4.69e-17
J1834-1855,1.465656,1.93e-15
J1835+0005_P,0.02654,
J1835+0114_P,2.19976,
J1835+0158_P,0.00332,
J1835+0301_P,2.29889,
J1835-0011_P,0.00323,
J1835-0113_P,0.59963,
J1835-0114,0.005116,7e-21
J1835-0149_P,1.27761,
J1835-0349,0.841865,3.06e-15
J1835-0522,1.087749,4.73e-16
J1835-0600,2.221787,8.43e-15
B1832-06,0.30583,4.05e-14
J1835-0847,0.846494,4.85e-16
J1835-09,0.750462,
J1835-0924,0.859192,2.14e-14
J1835-09242,0.235249,1.18e-17
J1835-0928,0.621734,9.69e-16
J1835-0944,0.145347,4.38e-15
J1835-0946,0.379536,4.32e-17
J1835-1020,0.302452,5.92e-15
J1835-1106,0.165918,2.06e-14
J1835-1548,0.670486,1.74e-15
J1835-3259A,0.003889,
J1835-3259B,0.00183,4.34e-20
J1836+0014_P,0.53046,
J1836+0015_P,0.62952,
J1836+0117_P,0.00381,
J1836+0352_P,0.4491,
J1836+0915,0.541178,1.46e-17
J1836+51,0.692,
J1836+5925,0.173264,1.5e-15
J1836-0011_P,0.9396,
J1836-0100_P,0.25852,
J1836-0150_P,0.00546,
B1834-04,0.354238,1.66e-15
J1836-0517,0.457245,1.3e-15
B1834-10,0.562721,1.18e-14
J1836-11,0.496193,
J1836-1324,0.178756,1.04e-15
J1836-2354A,0.003354,2.32e-21
J1836-2354B,0.003232,-4.8e-22
J1837+0033,0.418131,2.27e-17
J1837+0053,0.473513,3.77e-17
J1837+0250_P,0.09466,
J1837+03,0.0107,
J1837+0420_P,1.00949,
J1837+0528_P,0.00626,
J1837+10,1.707,
J1837+1221,1.963536,6.19e-15
J1837-0045,0.617038,1.69e-15
J1837-0048_P,0.00273,
J1837-0219,0.272349,2.19e-15
J1837-0559,0.201065,3.31e-15
J1837-0604,0.096313,4.49e-14
B1834-06,1.905809,7.72e-16
J1837-0822,1.099196,1.21e-16
J1837-10,1.016605,
J1837-1243,1.876019,3.65e-14
J1837-1837,0.618361,5.52e-15
J1838+0022_P,0.00509,
J1838+0027_P,0.05413,
J1838+0028_P,0.00187,
J1838+0044_P,2.20317,
J1838+0226_P,2.12258,
J1838+0228_P,0.65316,
J1838+1507_P,0.00382,
J1838+1523,0.549161,2.03e-17
J1838+1650,1.901967,2.68e-15
J1838+50,2.577223,
J1838-0014_P,0.36045,
J1838-01,0.183295,
J1838-0107,0.444426,5.46e-18
J1838-0156_P,0.00551,
J1838-0453,0.380866,1.16e-13
J1838-0537,0.145754,4.51e-13
J1838-0549,0.235311,3.34e-14
J1838-0624,0.927178,7.74e-17
J1838-0655,0.070498,4.92e-14
J1838-1046,1.218354,3.08e-15
J1838-1849,0.488242,4e-17
J1839+0050_P,0.63331,
J1839+0100_P,0.00537,
J1839+0221_P,0.27277,
J1839+0543,0.057928,
J1839-0141,0.933266,5.94e-15
J1839-0223,1.26679,4.76e-15
J1839-0321,0.238782,1.25e-14
J1839-0332,2.675682,4.76e-15
J1839-0402,0.52094,7.69e-15
J1839-0436,0.149461,8.1e-16
J1839-0459,0.585319,3.31e-15
J1839-0627,0.484914,1.32e-16
J1839-0643,0.449548,3.64e-15
J1839-0905,0.418975,2.6e-14
J1839-1238,1.911431,4.95e-15
J1840+0012_P,0.00534,
J1840+0151_P,1.75041,
J1840+0214,0.797478,8.29e-15
J1840+0351_P,0.00516,
J1840+2843,0.686102,1.04e-17
B1839+56,1.652862,1.49e-15
J1840-0049_P,0.00676,
J1840-0140_P,1.92682,
J1840-0144_P,1.10169,
J1840-0245_P,1.502,
J1840-0445,0.422316,1.13e-14
J1840-0559,0.859368,9.6e-15
J1840-0626,1.893353,2.3e-14
J1840-0643,0.035578,9.54e-20
J1840-0753,0.437869,1e-16
J1840-0809,0.955674,2.35e-15
J1840-0815,1.096442,2.43e-15
J1840-0840,5.309377,2.37e-14
J1840-09,0.003089,
J1840-1122,0.940962,6.41e-15
J1840-1207,0.75447,3.2e-15
J1840-1419,6.597563,6.35e-15
J1841+0112_P,0.17842,
J1841+0130,0.029773,8.17e-18
J1841+0217_P,0.29672,
J1841+0235_P,0.25863,
B1839+09,0.38132,1.09e-15
J1841-0053_P,1.43289,
J1841-0123_P,0.00379,
J1841-0157,0.663332,1.81e-14
J1841-0238_P,0.88404,
J1841-0258_P,0.5963,
J1841-0310,1.657656,3.35e-16
J1841-0345,0.204106,5.79e-14
J1841-04,,
B1838-04,0.186149,6.39e-15
J1841-0456,11.788978,4.09e-11
J1841-05,1.08851,
J1841-0500,0.912916,3.48e-14
J1841-0524,0.44581,2.33e-13
J1841-1404,1.334557,6.41e-16
J1841-7845,0.353603,1.6e-16
J1842+0114_P,4.14,
J1842+0131_P,1.59027,
J1842+0257,3.088256,2.96e-14
J1842+0357_P,0.67253,
J1842+0358,0.233326,8.11e-16
J1842+0407_P,0.00394,
J1842+0638,0.313016,7.6e-17
J1842+1332,0.471604,2.16e-16
J1842-0138_P,0.00271,
J1842-0148_P,0.42894,
J1842-0153,1.054228,6.72e-15
J1842-0309,0.40492,4.52e-15
B1839-04,1.839945,5.08e-16
J1842-0415,0.526682,2.19e-14
J1842-06,0.360777,
J1842-0612,0.564475,2.2e-17
J1842-0800,1.255469,1.94e-16
J1842-0905,0.34465,1.05e-14
J1842-27,0.815269,
J1842-39,0.374,
J1843+0119,1.266998,3.76e-15
J1843+0333_P,0.82325,
J1843+0526_P,2.03497,
J1843+2024,3.406539,1.04e-15
J1843-0000,0.880336,7.77e-15
J1843-0038_P,0.58558,
J1843-0050,0.782598,2.49e-16
J1843-0051_P,0.58,
J1843-0128_P,2.16489,
J1843-0137,0.669872,2.47e-15
J1843-0147_P,,
J1843-0157_P,0.50886,
J1843-0207_P,0.45731,
J1843-0211,2.027533,1.44e-14
J1843-0236_P,0.94609,
J1843-0310_P,0.28515,
J1843-0355,0.132314,1.04e-15
J1843-0408,0.781934,2.39e-15
J1843-0459,0.754964,8.55e-16
J1843-0510,0.671614,3.89e-15
J1843-0702,0.191615,2.14e-15
J1843-0744,0.475393,1.33e-14
J1843-0757,2.03194,4.13e-15
J1843-0806,0.536424,1.71e-14
J1843-1113,0.001846,9.56e-21
J1843-1448,0.005471,6.21e-21
J1843-1507,0.58355,7.2e-15
J1843-40,0.324187,
J1844+00,0.460503,
J1844+0028,0.00357,
J1844+0115,0.004186,1.07e-20
J1844+0144_P,1.5056,
J1844+0315_P,0.31891,
J1844+0455_P,0.0047,
B1842+14,0.375465,1.87e-15
J1844+21,0.5959,
J1844+41,0.9157,
J1844-0030,0.641101,6.09e-15
J1844-0127_P,0.02914,
J1844-0134_P,2.6972,
J1844-0136_P,0.41724,
J1844-0142_P,0.34872,
J1844-02,0.581535,
J1844-0202_P,0.76145,
J1844-0223_P,0.92499,
B1842-02,0.507722,1.67e-14
J1844-0256,0.272963,
J1844-03,6.9713,
J1844-0302,1.19863,7.81e-15
J1844-0310,0.525049,1.02e-14
J1844-0346,0.112855,1.55e-13
B1841-04,0.99103,3.91e-15
J1844-0452,0.269443,6.8e-16
J1844-0502,0.335163,6.18e-17
B1841-05,0.255704,9.71e-15
J1844-09,0.634445,
J1845+0104_P,0.00671,
J1845+0201_P,0.00431,
J1845+0317_P,0.00185,
J1845+0326_P,0.968,
J1845+0417_P,1.697,
J1845+0623,1.421654,5.42e-16
J1845+21,3.7556,
J1845-0008_P,1.268,
J1845-0028_P,0.0845,
J1845-0103_P,0.09906,
J1845-0118_P,1.71873,
J1845-0142_P,0.1262,
J1845-0144_P,0.59396,
J1845-0229A_P,0.65772,
J1845-0229B_P,0.46305,
J1845-0243_P,0.34526,
J1845-0254_P,0.49266,
J1845-0316,0.207636,8.86e-15
B1842-04,0.48676,1.13e-14
J1845-0545,1.092356,1.35e-14
J1845-0635,0.340529,4.49e-15
J1845-0743,0.104695,3.67e-16
J1845-0826,0.634354,9.35e-15
J1845-1114,0.206221,2.01e-15
J1845-1351,2.618918,9.72e-15
J1846+0014_P,0.00666,
J1846+0051,0.43438,1.12e-14
J1846+0153_P,2.05252,
J1846+0336_P,1.51273,
J1846+0507_P,0.00307,
J1846+0657_P,2.24405,
J1846+0919,0.225552,9.93e-15
J1846-0200_P,0.66839,
J1846-0211_P,0.78817,
J1846-0253_P,2.20944,
J1846-0257,4.476723,1.61e-13
J1846-0258,0.326571,7.11e-12
J1846-05,1.444985,
J1846-0500,0.476636,1.64e-15
J1846-0513,0.02337,1.01e-18
J1846-0749,0.35011,1.26e-15
J1846-07492,0.86138,5.19e-15
J1846-4249,2.273,
J1846-7403,4.878839,6.06e-15
J1847+01,0.003463,
J1847+0110_P,0.00653,
J1847+0133_P,2.84691,
J1847+0148_P,0.60246,
J1847+0342_P,0.00429,
J1847+0614_P,1.66302,
J1847-0046_P,,
J1847-0048_P,0.58247,
J1847-0052_P,0.33253,
J1847-0130,6.707046,1.27e-12
J1847-0308_P,29.7693,
B1844-04,0.597809,5.17e-14
J1847-0427,0.259247,5.9e-18
J1847-0438,0.957999,1.09e-14
J1847-0443,0.340832,2.83e-17
J1847-05,2.61807,
J1847-0605,0.778167,4.63e-15
J1848+0127_P,0.53402,
J1848+0150,3.29015,
J1848+0351,0.191443,6.73e-17
J1848+0604,2.218605,3.75e-15
J1848+0647,0.505957,8.75e-15
J1848+0826,0.328665,2.72e-16
J1848+12,0.75473,
J1848+1245_P,0.24823,
J1848+1516,2.23377,1.68e-15
J1848+26,0.629,
J1848-0023,0.537625,1.61e-15
J1848-0044_P,0.00555,
J1848-0055,0.274557,1.35e-15
B1845-01,0.659436,5.25e-15
J1848-0129A,0.019784,
J1848-0511,1.637129,8.86e-15
J1848-0601,0.225004,2.87e-16
J1848-1150,1.312218,1.43e-15
J1848-1243,0.414383,4.41e-16
J1848-1414,0.29777,1.41e-17
B1845-19,4.30819,2.33e-14
J1849+0001,0.52565,1.31e-14
J1849+0009,1.318431,8.78e-14
J1849+0016_P,0.00181,
J1849+0034_P,1.10545,
J1849+0037_P,0.39649,
J1849+0106,1.832259,1.7e-14
J1849+0127,0.542155,2.8e-14
J1849+0225_P,1.47452,
J1849+0304_P,0.00179,
J1849+0329_P,0.0045,
J1849+0339_P,1.66672,
J1849+0409,0.761194,2.16e-14
J1849+0430,0.421126,1.14e-16
J1849+0619_P,2.011,
J1849+0623_P,0.01459,
J1849+1001,0.035189,4.95e-20
J1849+1043_P,0.9714,
J1849+2423,0.275641,1.53e-16
J1849+2559,0.519263,1.8e-16
J1849-0001,0.038523,1.42e-14
J1849-0014,0.491754,1.72e-14
J1849-0019_P,0.91137,
J1849-0040,0.672481,1.11e-14
J1849-0145_P,0.67417,
J1849-0200_P,0.32677,
J1849-0317,0.668422,2.21e-14
J1849-0614,0.953384,5.41e-14
B1846-06,1.451362,4.62e-14
J1850+0011_P,0.16754,
J1850+0026,1.081844,3.55e-16
J1850+0124,0.00356,1.09e-20
J1850+0242,0.00448,1.63e-19
J1850+0423,0.290716,9.14e-17
J1850+0707_P,0.03393,
J1850+0724_P,0.46889,
J1850+0824_P,1.01316,
J1850+0845_P,0.04831,
J1850+0956_P,0.00324,
B1848+13,0.345583,1.49e-15
J1850+15,1.383965,
J1850-0002,0.893355,6.46e-15
J1850-0004_P,,
J1850-0006,2.191498,4.32e-15
J1850-0020,1.574737,2.4e-14
J1850-0026,0.166634,3.91e-14
J1850-0031,0.734185,1.26e-15
J1850-0050_P,0.22152,
J1851+00,0.022847,
J1851+0037_P,2.52373,
J1851+0051_P,4.027,
J1851+0056_P,0.2911,
J1851+0118,0.906977,1.37e-13
J1851+0233,0.344018,2.18e-15
J1851+0241,4.491318,2.26e-14
J1851+0347_P,2.14145,
B1848+04,0.284698,1.09e-15
J1851+0500_P,2.32738,
J1851+0843_P,0.28891,
J1851+10,0.867862,
J1851+1021_P,0.86786,
B1848+12,1.205313,1.13e-14
J1851-0014_P,0.16213,
J1851-0029,0.518724,4.71e-15
J1851-0053,1.409066,8.53e-16
J1851-0108_P,0.08708,
J1851-0114,0.953182,2.48e-15
J1851-0241,0.435194,7.96e-15
J1851-0633,1.920302,2.4e-15
J1852+0008,0.467894,5.68e-15
J1852+0013,0.957751,1.4e-14
J1852+0018,0.318763,2.71e-14
B1849+00,2.180195,9.7e-14
J1852+0033,11.558713,0.0
J1852+0040,0.104913,8.68e-18
J1852+0056_P,1.17779,
J1852+0158_P,0.18573,
J1852+0305,1.326149,1.02e-16
J1852+0309_P,0.00558,
J1852+0421_P,3.16092,
J1852+0857_P,3.77214,
J1852+1200,0.003866,
J1852-0000,1.920666,2.52e-13
J1852-0002_P,0.2451,
J1852-0024,0.355429,1.65e-16
J1852-0033,1.369012,7.92e-15
J1852-0039,0.802905,3.78e-16
J1852-0044_P,0.00241,
J1852-0055_P,0.16403,
J1852-0111_P,1.9021,
J1852-0118,0.451473,1.76e-15
J1852-0127,0.42898,5.16e-15
J1852-0635,0.524159,1.46e-14
J1852-0834_P,0.24932,
J1852-0947,3.019694,9.83e-15
J1852-1310,0.004315,1.02e-20
J1852-2610,0.336337,8.71e-17
J1853+0009,0.033395,
J1853+0011,0.397889,3.35e-14
J1853+0013,0.928596,1.14e-15
J1853+0023,0.576939,6.5e-17
J1853+0029,1.876758,2.43e-15
J1853+0056,0.275578,2.14e-14
J1853+0209_P,,
J1853+0237_P,0.42739,
J1853+0259,0.585553,1.12e-16
J1853+0312_P,0.43809,
J1853+0353_P,,
J1853+0427,1.320659,2.65e-15
J1853+0505,0.905137,1.28e-15
J1853+0545,0.1264,6.12e-16
J1853+0853,3.914658,5.13e-15
J1853+1303,0.004092,8.720000000000001e-21
J1853-0003_P,0.17152,
J1853-0004,0.101437,5.57e-15
J1853-0008_P,0.00282,
J1853-0009_P,0.7211,
J1853-0014_P,0.56327,
J1853-0049_P,0.01678,
J1853-0054_P,0.30834,
J1853-0130_P,1.945,
J1853-0649,1.048132,1.55e-15
J1853-0842A,0.002149,-2.39e-21
J1854+0012_P,0.00271,
J1854+0050,0.76728,5.78e-16
J1854+0131_P,2.04385,
J1854+0306,4.55782,1.45e-13
J1854+0317,1.36645,1.85e-15
J1854+0319,0.628541,5.51e-17
J1854+0358_P,0.59084,
J1854+0704_P,0.4509,
J1854+0934_P,0.20717,
J1854+0956_P,0.08901,
J1854+0957_P,0.68764,
J1854+1002_P,0.07101,
J1854+1046B_P,0.511,
B1852+10,0.573197,6.39e-16
J1854+36,1.30022,
J1854+40,1.748,
J1854-0033_P,0.36147,
J1854-0036,0.716856,2.26e-15
J1854-0156_P,0.60079,
J1854-0230_P,0.6875,
J1854-05,1.279945,
J1854-0514,1.279949,1.84e-15
J1854-0524,0.544021,1.2e-15
B1851-14,1.146595,4.16e-15
J1854-1557,3.453121,4.52e-15
J1855+0033_P,,
J1855+0139_P,0.44414,
J1855+0205,0.246817,6.47e-17
J1855+0228_P,0.25317,
J1855+0235,0.98303,2.15e-17
J1855+0240_P,1.224,
J1855+0306,1.633566,7e-15
J1855+0307,0.845358,1.81e-14
J1855+0327_P,0.78282,
J1855+0339_P,1.76134,
J1855+0422,1.678106,9.29e-16
J1855+0424_P,2.22025,
J1855+0455_P,0.10101,
J1855+0511_P,1.42147,
J1855+0527,1.393484,2.67e-13
J1855+0626,0.528832,
J1855+0700,0.258685,7.52e-16
J1855-0054_P,,
J1855-0115_P,2.56229,
J1855-0149_P,0.00456,
J1855-0154_P,,
J1855-0211_P,,
J1855-0221_P,0.00277,
J1855-0941,0.345401,2.39e-16
J1855-1436,0.003594,1.09e-20
J1856+0011_P,0.92847,
J1856+0029_P,0.376,
J1856+0102,0.620217,1.22e-15
B1853+01,0.26744,2.08e-13
J1856+0211,9.890092,7.8e-16
J1856+0243_P,0.5466,
J1856+0245,0.080907,6.21e-14
J1856+0404,0.420252,3.71e-17
J1856+0528_P,,
J1856+0615_P,0.32697,
J1856+0711_P,0.61104,
J1856+0805_P,0.27617,
J1856+0912,2.170701,2.63e-15
J1856+1000_P,0.00487,
J1856+1059_P,0.31138,
J1856-0018_P,0.28288,
J1856-0039_P,0.0234,
J1856-0041_P,0.51965,
J1856-0105_P,0.86835,
J1856-0134_P,0.38187,
J1856-0235_P,0.53517,
J1856-0526,0.370484,1.66e-15
J1856-3754,7.055203,2.98e-14
B1854+00,0.356929,5.46e-17
J1857+0143,0.13976,3.12e-14
J1857+0210,0.630983,1.4e-14
B1855+02,0.415857,4.02e-14
J1857+0214,0.333918,1.61e-15
J1857+0224,0.875874,6.15e-17
J1857+0229_P,0.584,
J1857+0249_P,1.54988,
J1857+0300,0.772678,2.65e-15
J1857+0310_P,0.16312,
J1857+0526,0.349951,6.93e-15
J1857+0642_P,0.00353,
J1857+07,0.02912,
J1857+0809,0.502924,4.74e-15
B1855+09,0.005362,1.78e-20
J1857-0026_P,0.02235,
J1857-0110_P,0.49673,
J1857-0117_P,1.22259,
J1857-0125_P,0.00183,
J1857-0230_P,0.03515,
J1857-1027,3.687219,1.05e-14
J1858+0026_P,4.71467,
J1858+0215,0.745828,4.61e-15
J1858+0239,0.197644,1.4e-14
J1858+0241,4.693233,2.43e-14
J1858+0244_P,0.00261,
J1858+0310_P,0.37275,
J1858+0319,0.867444,1.03e-16
J1858+0346,0.256844,2.04e-15
J1858+0453_P,3.761,
J1858+0609_P,0.48435,
J1858+0724_P,0.0077,
J1858-0024_P,0.4006,
J1858-0055_P,2.84662,
J1858-0113_P,1.532,
J1858-0128_P,0.00788,
J1858-0736,0.551059,5.06e-15
J1858-2216,0.002384,3.8000000000000005e-21
J1858-5422,0.002355,4.1200000000000005e-21
J1859+00,0.559636,
J1859+0026B_P,0.00233,
J1859+0026_P,0.00857,
J1859+0126_P,0.9577,
J1859+0239B_P,0.849,
J1859+0239_P,0.05611,
J1859+0251_P,3.58,
J1859+0313_P,0.00161,
J1859+0345,1.511509,6.48e-16
J1859+0430,0.336325,5.3e-17
J1859+0434_P,0.45834,
J1859+0601,1.044313,2.55e-14
J1859+0603,0.508561,1.59e-15
J1859+0658_P,0.00511,
J1859+07,,
J1859+0832_P,,
J1859+1526,0.933972,3.93e-15
J1859+7654,1.393729,5.05e-17
J1859-0152_P,0.903,
J1859-0224_P,0.00617,
J1859-0233_P,,
J1900+0213_P,0.03209,
J1900+0227,0.374262,5.71e-15
J1900+0308,0.004909,5.9e-21
J1900+0405_P,0.07238,
J1900+0438,0.312314,3.23e-15
J1900+0634,0.389872,5.12e-15
J1900+0715_P,0.97044,
J1900+0732_P,1.709,
J1900+0908_P,,
J1900+0947_P,0.00241,
J1900+1017_P,0.3715,
J1900+30,0.602227,
J1900+4221,4.341134,9.05e-15
J1900-0051,0.385194,1.42e-16
J1900-0126_P,0.004,
J1900-0134,1.832332,3.05e-14
J1900-0152_P,1.384,
J1900-0933,1.423889,2.32e-16
B1857-26,0.612209,2.05e-16
B1851-79,1.279193,1.86e-15
J1901+00,0.777662,
J1901+0020_P,0.21481,
J1901+0124,0.318819,3.25e-15
B1859+01,0.288221,2.36e-15
J1901+0234,0.88524,2.3e-14
J1901+0254,1.299693,4.56e-16
J1901+0300,0.007797,4.57e-20
J1901+0315_P,0.81982,
J1901+0320,0.636584,5.23e-16
B1859+03,0.655456,7.46e-15
J1901+0355,0.554756,1.27e-14
J1901+0413,2.66308,1.32e-13
J1901+0435,0.690576,8.67e-15
J1901+0459,0.877044,1.57e-14
J1901+0510,0.614757,3.11e-14
J1901+0511,4.600369,2.53e-14
J1901+0621,0.832002,1.8e-17
J1901+0658,0.075744,2.17e-19
J1901+0712_P,1.03771,
B1859+07,0.644001,2.29e-15
J1901+1140_P,0.34071,
J1901+13,0.740952,
J1901+1306,1.830857,1.31e-16
J1901+1316_P,0.74096,
J1901-0015_P,0.51707,
J1901-0104_P,0.73951,
J1901-0125,0.002793,3.58e-20
J1901-0312,0.355727,2.29e-15
J1901-0315,0.801693,2.57e-15
J1901-0906,1.781929,1.64e-15
J1901-1740,1.956858,8.23e-16
J1902+0011_P,0.00593,
J1902+0235,0.415394,9.48e-17
J1902+0248,1.223777,2.41e-15
B1900+05,0.746577,1.29e-14
J1902+0557_P,,
B1900+06,0.673507,7.71e-15
J1902+0717_P,0.35605,
J1902+0723,0.487813,2.1e-16
J1902+0809_P,0.19023,
J1902+0909_P,0.6891,
J1902+0926_P,0.60543,
J1902+0938_P,0.0454,
J1902+0953_P,0.67733,
J1902+1022_P,0.50191,
J1902+1141,0.40914,2.59e-15
J1902+1234_P,0.47417,
J1902-0012_P,14.3089,
J1902-0107_P,0.00613,
J1902-0340,1.524672,2e-15
J1902-1036,0.786814,7.54e-15
J1902-5105,0.001742,9.200000000000001e-21
B1900+01,0.729308,4.03e-15
J1903+0317_P,0.52116,
J1903+0319_P,1.854,
J1903+0327,0.00215,1.88e-20
J1903+0415,1.151399,2.27e-16
J1903+0433_P,14.0499,
J1903+0534_P,0.35765,
J1903+0601,0.374129,1.92e-14
J1903+0654,0.791232,1.06e-14
J1903+0829_P,0.00409,
J1903+0839_P,0.00462,
J1903+0845,0.15315,9.2e-17
J1903+0851,1.231882,2.72e-14
J1903+0912,0.166314,1.48e-14
J1903+0925,0.357155,3.69e-14
J1903+0949_P,0.32544,
J1903+1728_P,1.71655,
J1903+2225,0.651185,4.45e-16
J1903-0258,0.301459,6.79e-16
B1900-06,0.431889,3.38e-15
J1903-0848,0.887325,1.33e-15
J1903-7051,0.003598,1.04e-20
J1904+0004,0.139525,1.18e-16
J1904+0050_P,0.49618,
J1904+0056,0.438089,4e-18
J1904+0056_P,0.00585,
J1904+0100_P,1.30879,
J1904+0207_P,0.00504,
J1904+0358_P,0.75154,
J1904+0412,0.071095,1.1e-19
J1904+0415_P,0.23145,
J1904+0451,0.006092,5.72e-21
J1904+0519_P,1.68053,
J1904+0535_P,0.60376,
J1904+0553B_P,0.57454,
J1904+0553_P,0.00491,
J1904+0603_P,1.97493,
J1904+0621_P,1.232,
J1904+0738,0.208959,4.11e-16
J1904+0800,0.263356,1.73e-14
J1904+0823_P,1.50773,
J1904+0836_P,0.00444,
J1904+0852,0.006197,1.01e-20
J1904+0945_P,1.56779,
B1901+10,1.85657,2.76e-16
J1904+33,0.417,
J1904-0036_P,0.39713,
J1904-0150,0.379387,8.9e-16
J1904-11,0.00262,
J1904-1224,0.750809,7.42e-16
J1904-1629,1.541412,3.19e-15
J1905+0154A,0.003193,
J1905+0156_P,1.085,
J1905+0400,0.003784,4.91e-21
J1905+0414,,
J1905+0450_P,0.7833,
J1905+0558_P,0.846,
J1905+0600,0.44121,1.11e-15
J1905+0616,0.989797,1.35e-13
J1905+0649_P,0.02747,
J1905+0656,2.511763,3.87e-16
B1903+07,0.648044,4.94e-15
J1905+0758,1.192649,4.59e-17
J1905+0849_P,1.03433,
J1905+0902,0.218254,3.5e-15
J1905+0920_P,0.17047,
J1905+0936,1.634497,1.5e-15
J1905+1034,1.72681,2.07e-14
J1905+1200_P,,
J1905-0046_P,0.76012,
B1902-01,0.643184,3.06e-15
J1905-0128_P,1.07099,
J1906+0055,0.00279,3.3200000000000002e-21
J1906+0310_P,,
J1906+0335_P,1.296,
J1906+0352_P,0.2856,
J1906+0414,1.043362,1.15e-14
J1906+0454,0.002083,2.98e-21
J1906+0509,0.39759,5.22e-15
B1904+06,0.267277,2.14e-15
J1906+0646_P,0.35552,
J1906+0649,1.286564,1.52e-16
J1906+0722,0.111524,3.59e-14
J1906+0724,1.53649,3e-15
J1906+0746,0.144073,2.03e-14
J1906+0757,0.057189,1.16e-19
J1906+0822_P,0.43344,
J1906+0912,0.775345,1.22e-16
J1906+1049_P,0.41459,
J1906+1211_P,3.80499,
J1906+1854,1.019093,2.05e-16
J1906-0036_P,0.12943,
J1906-0200_P,0.00253,
J1906-1754,0.002876,3.91e-21
J1907+0009_P,0.00237,
J1907+0014_P,0.02453,
J1907+0029_P,0.06364,
J1907+0052_P,0.00292,
J1907+0249,0.351879,1.14e-15
J1907+0255,0.618761,2.23e-16
J1907+0345,0.240153,8.22e-15
J1907+0534,1.138403,3.15e-15
